,COLLECTION_DATE,FLOODING_DATE,FLOOD_DEPTH,FLOOD_DEPTH_OTHER,FLOOD_FREQUENCY,FLOOD_FREQUENCY_OTHER,PROPERTY_TYPE,AFFECTED_AREA,OTHER_INFORMATION,OBSERVATIONS,AFFECTED_AGRICULTURE,AFFECTED_AGRICULTURE_OTHER,SURVEY_TYPE,MONTH,YEAR,EVENT_TYPE,EVENT_TYPE_OTHER,EVENT_NAME,COUNTY,MUNICIPALITY,SPECIAL_DISTRICT_NAME,FLOOD_PRONE_AREA_ID,AHED_WS_NAME,PHOTO,UNIQUE_ID,geometry
327,2021-11-07T16:47:11+00:00,,ankle_deep,,don't_know,,Natural_Area_Open_Land_Recreational,field_open_natural_area,,,,,Public,11,2021,extreme_heavy_rainfall_tidal_flooding,Both_Rain_Tidal,2021 Nov Rain and Tidal Event,Broward,MIRAMAR,SOUTH BROWARD DRAINAGE DISTRICT,MIRAMAR EAST,C-9 EAST,No,b7f03ed6-7477-415c-9bac-d02dccb37adb,POINT (887310.8014963306 598158.2246568203)
328,2022-06-25T19:47:00+00:00,,ankle_deep,,don't_know,,Mixed_Use,road_street,,,,,Public,06,2022,Extreme or Heavy Rainfall,Rain,2022 June Extreme Rain Event,Broward,PLANTATION,OLD PLANTATION WATER CONTROL DISTRICT,PLANTATION,NORTH NEW RIVER CANAL WEST,No,b8e5f2e1-c804-4dff-bcb4-e897996e82cb,POINT (905180.5062424131 655630.1215238199)
329,2022-11-09T18:05:00+00:00,2022-11-09T18:05:00+00:00,don't_know,,don't_know,,Residential,storm_drain,,neighbor states the storm drain is bubbling,,,Public,11,2022,Extreme or Heavy Rainfall with Tidal Flooding,Category 1 Hurricane,2022 Nov Hurricane Nicole,Broward,FORT LAUDERDALE,,FORT LAUDERDALE EAST,CORAL REEF,No,b8f50dff-0393-4bcb-92e4-e94f4f9d7de5,POINT (944824.1234773286 650904.6847804934)
330,2022-10-02T16:00:00+00:00,2022-10-02T16:00:00+00:00,greater_than_knee_deep,,don't_know,,Residential,building_structure,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Osceola,KISSIMMEE,,MILL SLOUGH,LAKE TOHOPEKALIGA,No,b9289821-431f-4885-8b77-9dc9ee6cd00c,POINT (531780.0604594946 1446406.684652574)
331,2022-10-07T10:05:17+00:00,,don't_know,,don't_know,,Residential,don't_know,,220907_Lake_Ajay_Community-01911.jpg,,,Photo Database,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Osceola,NA,,FELLS COVE AND LAKE AJAY,EAST LAKE TOHOPEKALIGA,Yes,b9639bd4-58de-4cbf-bac0-1c18ed3330a0,POINT (584455.1394923292 1459204.632481821)
332,2022-11-10T17:00:00+00:00,2022-11-10T17:00:00+00:00,other,1 foot to gate overtopping,don't_know,,Governmental,building_structure,,,,,Public,11,2022,Extreme or Heavy Rainfall with Tidal Flooding,Category 1 Hurricane,2022 Nov Hurricane Nicole,Miami-Dade,NORTH MIAMI BEACH,,NORTH MIAMI BEACH,NORTH BISCAYNE BAY,No,b9d71b0f-132b-4935-812a-6742154bde94,POINT (935046.0373904966 580817.4450339898)
333,2008-08-21T09:34:18+00:00,,don't_know,,don't_know,,Residential,road_street,,pia6644.jpg,,,Photo Database,08,2008,Extreme or Heavy Rainfall,Tropical Storm,2008 Aug Tropical Storm Fay,Okeechobee,NA,,,S-133,Yes,b9ff09c2-d24f-4f1f-9e47-3bd737ab3938,POINT (683715.3389374129 1054231.817757159)
334,2022-11-09T18:48:00+00:00,2022-11-09T18:48:00+00:00,don't_know,,don't_know,,Mixed_Use,road_street,,,,,Public,11,2022,Extreme or Heavy Rainfall with Tidal Flooding,Category 1 Hurricane,2022 Nov Hurricane Nicole,Broward,FORT LAUDERDALE,,FORT LAUDERDALE DOWNTOWN,C-12E,No,ba0212b9-1045-47ed-bef1-d3e17f8d78d2,POINT (932617.9359474964 648027.9047729075)
335,2022-11-09T22:46:00+00:00,2022-11-09T22:46:00+00:00,don't_know,,don't_know,,Residential,road_street,,Street is flooded and holding water and causing property damage due to vehicles driving too fast on street and causing wake into yard and pushing water into property PLEASE SEND VACUUM TRUCKS TO REMOVE EXCESS WATER AND PLACE NO WAKE SIGNS AT EACH ENDS OF STREET,,,Public,11,2022,Extreme or Heavy Rainfall with Tidal Flooding,Category 1 Hurricane,2022 Nov Hurricane Nicole,Broward,FORT LAUDERDALE,,FORT LAUDERDALE SOUTH,CORAL REEF,No,baf83248-3f0a-43d9-b762-4e33a95b5ee3,POINT (925307.0391519964 642937.0127237365)
336,2022-10-04T16:00:00+00:00,2022-10-04T16:00:00+00:00,knee_deep,,don't_know,,Residential,don't_know,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Osceola,NA,,FELLS COVE AND LAKE AJAY,EAST LAKE TOHOPEKALIGA,Yes,bc8ca0fc-dee9-4454-ab96-dc8c4350dc1e,POINT (583303.9242750779 1457363.502305821)
337,2008-08-21T07:52:10+00:00,,don't_know,,don't_know,,Governmental,swale,,pia6537.jpg,,,Photo Database,08,2008,Extreme or Heavy Rainfall,Tropical Storm,2008 Aug Tropical Storm Fay,St. Lucie,NA,NORTH ST LUCIE RIVER WATER CONTROL DISTRICT,TEN MILE CREEK,TEN MILE CREEK RESERVOIR,Yes,bc98de91-fc6f-47db-b9a5-baff0212d464,POINT (845310.1430437453 1114781.075595409)
338,2022-10-02T17:09:00+00:00,,less_than_ankle_deep,,don't_know,,Natural_Area_Open_Land_Recreational,field_open_natural_area,,,,,Public,10,2022,High Tide/Tidal Flooding,Tidal,2022 Sept Tidal Event,Broward,FORT LAUDERDALE,,FORT LAUDERDALE DOWNTOWN,CORAL REEF,No,bd63e75a-e6fe-4d2a-9613-00bca3f8c00c,POINT (935693.5482345782 649996.0609415695)
339,2020-11-09T05:00:00+00:00,2020-11-09T05:00:00+00:00,don't_know,,don't_know,,Residential,road_street,,I live in the Country Club of Miami (33015) and our water table from the surrounding canals has most of our roads flooded. Can the canal waters be drained by opening drain gates?,,,Email,11,2020,Extreme or Heavy Rainfall and Storm Surge,Tropical Storm,2020 Nov Tropical Storm Eta,Miami-Dade,NA,,NORTH MIAMI-DADE,C-9 WEST,No,bdece156-5d65-4741-8c96-3dde065e0175,POINT (878043.4328919947 590206.8252053261)
340,2022-09-30T16:00:00+00:00,2022-09-30T16:00:00+00:00,greater_than_knee_deep,,don't_know,,Residential,don't_know,,,,,Public,09,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Orange,ORLANDO,,,,No,be641fcd-4688-4cfa-bf00-3e1a37e12964,POINT (523462.7106244117 1536337.135696821)
341,2008-08-21T07:49:11+00:00,,don't_know,,don't_know,,Residential,building_structure,,pia6528.jpg,,,Photo Database,08,2008,Extreme or Heavy Rainfall,Tropical Storm,2008 Aug Tropical Storm Fay,St. Lucie,NA,NORTH ST LUCIE RIVER WATER CONTROL DISTRICT,TEN MILE CREEK,TEN MILE CREEK,Yes,be67ddbe-067f-4a63-aaf6-4d3196d64504,POINT (850793.0543219969 1116290.39311482)
342,2022-10-01T16:00:00+00:00,2022-10-01T16:00:00+00:00,greater_than_knee_deep,,don't_know,,Residential,don't_know,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Osceola,NA,,FELLS COVE AND LAKE AJAY,EAST LAKE TOHOPEKALIGA,Yes,bf9304fb-123b-46e9-839a-8b49328cb195,POINT (580910.6337860785 1457513.299578406)
343,2022-10-19T16:00:00+00:00,2022-10-19T16:00:00+00:00,other,Docks under water,sometimes,,Residential,road_street,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Orange,NA,,,SHINGLE CREEK,Yes,bfc902e2-9848-40b9-80eb-ae7c075040e1,POINT (501065.9719534107 1488998.453471489)
344,2022-11-09T21:18:00+00:00,2022-11-09T21:18:00+00:00,don't_know,,don't_know,,Residential,road_street,,"What you are witnessing is the beginning of the storm surge associated with subtropical Storm Nicole (see purple line in the graphic below). This morning the tide peaked at 2.5 feet NAVD (red line), 16 inches above the predicted tidal state for today (blue line). My expectation is that the next few high tides will be much higher with the current National Hurricane Center predictions of up to 2-4 feet of storm surge. We are not able to pump out storm surge. Conditions will continue to deteriorate over the day. The next high tide is expected around 9:00 p.m. Roads will be inundated throughout today and likely through tomorrow night. It may take more than one tidal cycle to relieve the flooding on the roadways.",,,Public,11,2022,Extreme or Heavy Rainfall with Tidal Flooding,Category 1 Hurricane,2022 Nov Hurricane Nicole,Broward,FORT LAUDERDALE,,FORT LAUDERDALE EAST,CORAL REEF,No,c019f68a-fc7e-4ef8-8076-d7e174e718ed,POINT (943524.1569171622 649905.3724746555)
345,2008-08-20T08:41:23+00:00,,don't_know,,don't_know,,Commercial,field_open_natural_area,,pia6469.jpg,,,Photo Database,08,2008,Extreme or Heavy Rainfall,Tropical Storm,2008 Aug Tropical Storm Fay,Palm Beach,WELLINGTON,ACME IMPROVEMENT DISTRICT,WELLINGTON,C-51 WEST,Yes,c0411369-280a-4e3a-955c-171a9aab69bf,POINT (890426.98128758 832648.292749241)
346,2023-11-16T18:02:00+00:00,2023-11-16T18:02:00+00:00,greater_than_knee_deep,,whenever_it_rains,,Residential,road_street,,,,,Public,11,2023,Extreme or Heavy Rainfall,Rain,2023 Nov Extreme Rain Event,Miami-Dade,MIAMI,,MIAMI,C-5,Yes,c04d4d18-1ef9-4af2-9415-8ae7a14949fc,POINT (901760.0150519125 527923.6764779091)
347,2008-08-21T07:40:03+00:00,,don't_know,,don't_know,,Residential,road_street,,pia6507.jpg,,,Photo Database,08,2008,Extreme or Heavy Rainfall,Tropical Storm,2008 Aug Tropical Storm Fay,St. Lucie,PORT ST LUCIE,,ST LUCIE RIVER TIDAL NORTH FORK,TIDAL ST. LUCIE NORTH FORK,Yes,c0d658a6-5976-43ef-956e-32c086c5455d,POINT (855611.9908783287 1078617.846740909)
348,2021-11-05T23:54:00+00:00,,ankle_deep,,don't_know,,Residential,storm_drain,,Storm drain was flowing out instead of in during rain event. ,,,Public,11,2021,extreme_heavy_rainfall_tidal_flooding,Both_Rain_Tidal,2021 Nov Rain and Tidal Event,Broward,HOLLYWOOD,,HOLLYWOOD,CORAL REEF,No,c14f1ae1-3cc0-467d-90dd-87e305efbc5b,POINT (946081.7279174961 606612.2746778205)
349,2022-11-10T17:49:00+00:00,2022-11-10T17:49:00+00:00,don't_know,,don't_know,,Residential,road_street,,Heavy street flooding on Argyle Drive in Sailboat Bend . ,,,Public,11,2022,Extreme or Heavy Rainfall with Tidal Flooding,Category 1 Hurricane,2022 Nov Hurricane Nicole,Broward,FORT LAUDERDALE,,FORT LAUDERDALE DOWNTOWN,C-12E,No,c230c26c-2d3a-4913-a768-450a7f9cbdbd,POINT (928234.4004232436 649487.6229820698)
350,2020-05-27T00:00:00+00:00,2020-05-27T00:00:00+00:00,don't_know,,don't_know,,Residential,road_street,,I have lived in Miami Lakes since 1972 the level of the lake I am on is at a 50 year high. Please drain the canals before the lake rises to the point houses are damaged. There are 97 Townhomes on this lake. I have never seen the lakes cover the cement docks yet alone the dock's are 3 inches under water. I have only seen the water above the sand bags less that 5 times during this time period Please help.,,,Email,05,2020,Extreme or Heavy Rainfall,Rain,2020 May Extreme Rain Event Memorial Day,Miami-Dade,MIAMI LAKES,,MIAMI LAKES,C-8,No,c2361415-5887-4c42-a60a-ae4648be51c3,POINT (880817.9949281625 574871.7043008208)
351,2022-11-09T20:04:00+00:00,2022-11-09T20:04:00+00:00,don't_know,,don't_know,,Residential,storm_drain,,"NEIGHBOR REPORTS STORM DRAIN COVERED WITH PLASTIC TARP BY BUILDER NEXT DOOR, FLOODING IN AREA,",,,Public,11,2022,Extreme or Heavy Rainfall with Tidal Flooding,Category 1 Hurricane,2022 Nov Hurricane Nicole,Broward,FORT LAUDERDALE,,FORT LAUDERDALE EAST,CORAL REEF,No,c38dad42-a364-4ce0-810f-ac32dc12ee40,POINT (949316.5626551621 663094.4986554086)
352,2022-10-07T13:37:52+00:00,,don't_know,,don't_know,,Residential,road_street,,221007_Flight-02336.jpg,,,Photo Database,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Highlands,NA,,,KISSIMMEE RIVER,Yes,c3e71a35-86aa-41fc-8800-58f48c684d1e,POINT (588307.0195838287 1148080.151057489)
353,2022-09-29T16:25:31+00:00,,don't_know,,don't_know,,Residential,road_street,,220929_Ian_Lee-20220929_202531235_iOS.jpg,,,Photo Database,09,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Lee,NA,,LEE COUNTY CALOOSAHATCHEE RIVER,TIDAL SOUTH,Yes,c4062167-2600-4b0f-9369-cb4da825e1a4,POINT (418152.3011669107 850405.5528383255)
354,2021-11-07T16:47:09+00:00,,ankle_deep,,don't_know,,Natural_Area_Open_Land_Recreational,field_open_natural_area,,,,,Public,11,2021,extreme_heavy_rainfall_tidal_flooding,Both_Rain_Tidal,2021 Nov Rain and Tidal Event,Broward,HOLLYWOOD,,HOLLYWOOD,CORAL REEF,No,c4717659-a3e4-4378-826e-33106d769d9e,POINT (941454.9835620783 607158.1633498222)
355,2022-10-02T13:18:53+00:00,,don't_know,,don't_know,,Residential,building_structure,,221002_Ian_Lake_Mary_Jane_Drone-P0810081.JPG,,,Photo Database,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Orange,NA,,LAKE HART AND MARY JANE,LAKE HART,Yes,c496da0b-b3fc-49ca-ae19-c7aece73cab4,POINT (599943.9395514131 1464128.597043321)
356,2022-11-09T17:00:00+00:00,2022-11-09T17:00:00+00:00,other,Almost reach gate elevation within 1 feet,whenever_it_rains,,Governmental,building_structure,,,,,Public,11,2022,Extreme or Heavy Rainfall with Tidal Flooding,Category 1 Hurricane,2022 Nov Hurricane Nicole,Miami-Dade,MIAMI,,MIAMI,C-7,No,c4b90d40-7434-4186-b585-8c09fd2d40f2,POINT (923135.0254514106 552375.8693713248)
357,2022-10-11T16:00:00+00:00,2022-10-11T16:00:00+00:00,don't_know,,don't_know,,Residential,road_street,,"Lot flooding, sea wall blocking drainage, neighbor back filling, shrubs in drainage easement. Need the original drainage plan for Majestic Oaks subdivision Saint Cloud",,,Email,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Osceola,NA,,FELLS COVE AND LAKE AJAY,EAST LAKE TOHOPEKALIGA,Yes,c4ea36d7-efd1-4e8f-bed3-0e0844cbfdc4,POINT (582190.0925132446 1457335.79534024)
358,2022-10-19T16:00:00+00:00,2022-10-19T16:00:00+00:00,other,High water at SWM structure and little sand lake,don't_know,,Natural_Area_Open_Land_Recreational,field_open_natural_area,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Orange,NA,,,SHINGLE CREEK,Yes,c56fdb76-2ed5-44b6-8e7c-7f0a722066ad,POINT (498836.2339588292 1481564.137303405)
359,2020-11-08T05:00:00+00:00,2020-11-08T05:00:00+00:00,don't_know,,don't_know,,Residential,building_structure,,I live on one of the local Lauderdale Lakes waterways on the C13 canal and the water has not been released from the canal I believe that the storm drains are closed there's water entering my home from the south side and from the west side please inform me . If the drains are not open please open them so that the water will subside please,,,Email,11,2020,Extreme or Heavy Rainfall and Storm Surge,Tropical Storm,2020 Nov Tropical Storm Eta,Broward,LAUDERDALE LAKES,,LAUDERDALE LAKES,C-13 WEST,No,c59175f5-0920-4255-847c-febdb1672fe2,POINT (920191.9660488293 670449.8277767375)
360,2022-11-10T17:38:00+00:00,2022-11-10T17:38:00+00:00,don't_know,,don't_know,,Residential,road_street,,Street is still flooded.,,,Public,11,2022,Extreme or Heavy Rainfall with Tidal Flooding,Category 1 Hurricane,2022 Nov Hurricane Nicole,Broward,FORT LAUDERDALE,,FORT LAUDERDALE SOUTH,CORAL REEF,No,c7e43854-34b8-43f5-bf11-43425ed13b36,POINT (924634.6002081633 642933.9123362377)
361,2020-05-27T00:00:00+00:00,2020-05-27T00:00:00+00:00,ankle_deep,,don't_know,,Residential,building_structure,,"Hello - I live on Mirror Lake in Miami Shores Fl. This home is currently in an X zone, but the lake water level is dependent on the raising and lowering of a flood gate located on the Miami Shores Country Club golf course. Currently, I have nearly 2 ft of water in my garage and 8"" in my family room. I'm concerned about health and safety of my young family and I want to understand the process more fully, so we can know our options in the future. Can somebody please get back to me with information on the following: The policy for raising and lowering the gate. The emergency contact information for who can help during a crisis flood. The number of times the flood gate on the Miami Shores Country Club golf course was raising or lowered during the date period May 19-26, 2020.",,,Email,05,2020,Extreme or Heavy Rainfall,Rain,2020 May Extreme Rain Event Memorial Day,Miami-Dade,MIAMI SHORES,,MIAMI SHORES,C-8,No,c95f72e1-3a8e-4bd8-9216-e775046697ee,POINT (922631.4569047466 559425.8943132386)
362,2023-11-16T20:47:00+00:00,2023-11-16T20:47:00+00:00,greater_than_knee_deep,,whenever_it_rains,,Residential,road_street,,,,,Public,11,2023,Extreme or Heavy Rainfall,Rain,2023 Nov Extreme Rain Event,Miami-Dade,NA,,NORTH MIAMI-DADE,C-8,Yes,c984b2e4-f228-49d5-bca3-44230436aabb,POINT (920432.3313817456 572074.9523484036)
363,2022-10-02T02:00:00+00:00,2022-10-02T02:00:00+00:00,don't_know,,don't_know,,Residential,road_street,,"street flooding, soon to be home flooding",,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Osceola,NA,,FELLS COVE AND LAKE AJAY,EAST LAKE TOHOPEKALIGA,No,ca3ac8af-9fea-4806-a652-afb83ef0fb20,POINT (583392.6983757466 1457955.631698988)
364,2022-09-30T16:00:00+00:00,2022-09-30T16:00:00+00:00,don't_know,,don't_know,,Residential,don't_know,,,,,Public,09,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Hendry,NA,,LABELLE VICINITY,WEST CALOOSAHATCHEE,Yes,caefcd10-e770-4e12-b97b-6a95e34b5a92,POINT (511316.2024371624 885661.150962159)
365,2022-10-07T10:13:59+00:00,,don't_know,,don't_know,,Residential,don't_know,,220907_Lake_Ajay_Community-02047.jpg,,,Photo Database,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Osceola,NA,,FELLS COVE AND LAKE AJAY,EAST LAKE TOHOPEKALIGA,Yes,cb26d605-c036-4f86-9154-da6511affd54,POINT (584441.8101226613 1458953.786854908)
366,2008-08-21T08:50:57+00:00,,don't_know,,don't_know,,Governmental,building_structure,,pia6614.jpg,,,Photo Database,08,2008,Extreme or Heavy Rainfall,Tropical Storm,2008 Aug Tropical Storm Fay,Okeechobee,NA,,,S191,Yes,cb851763-8778-4b91-b9d3-a367ff4a38f9,POINT (708669.8182278275 1082807.394792236)
367,2022-10-07T16:00:00+00:00,2022-10-07T16:00:00+00:00,knee_deep,,don't_know,,Residential,building_structure,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Orange,NA,,LAKE HART AND MARY JANE,LAKE HART,Yes,cc7123d4-c4d2-4440-b99e-0ed79900f61b,POINT (596969.9402500801 1473438.462281823)
368,2022-11-09T19:15:00+00:00,2022-11-09T19:15:00+00:00,don't_know,,don't_know,,Residential,road_street,,neigbor states water is flooded,,,Public,11,2022,Extreme or Heavy Rainfall with Tidal Flooding,Category 1 Hurricane,2022 Nov Hurricane Nicole,Broward,FORT LAUDERDALE,,FORT LAUDERDALE SOUTH,CORAL REEF,No,cd9423c9-9436-4ff2-b3fd-214d329a2b79,POINT (925525.3891089968 644047.091868408)
369,2023-11-16T17:54:00+00:00,2023-11-16T17:54:00+00:00,greater_than_knee_deep,,yes_it_always_floods_here,,Residential,road_street,,,,,Public,11,2023,Extreme or Heavy Rainfall,Rain,2023 Nov Extreme Rain Event,Miami-Dade,MIAMI,,MIAMI,C-5,Yes,cdee99ce-bb67-44cb-a7d7-1ff125424eb4,POINT (903929.1639288291 528362.6565710753)
370,2020-06-03T04:00:00+00:00,2020-06-03T04:00:00+00:00,don't_know,,don't_know,,Residential,storm_drain,,The lakes at Valencia Cay are at their highest levels yet this year and the storm drains are backed up. Please check and lower water levels.,,,Email,06,2022,Extreme or Heavy Rainfall and Storm Surge,Tropical Storm,2022 June Tropical Storm Alex,St. Lucie,PORT ST LUCIE,,,C-23,No,ce145a1e-8319-4bf6-983f-5d45d5fcae8d,POINT (840054.7877408303 1060785.236408822)
371,2022-11-10T17:00:00+00:00,2022-11-10T17:00:00+00:00,other,1 foot to gate overtopping,don't_know,,Governmental,building_structure,,,,,Public,11,2022,Extreme or Heavy Rainfall with Tidal Flooding,Category 1 Hurricane,2022 Nov Hurricane Nicole,Miami-Dade,MIAMI,,MIAMI,NORTH BISCAYNE BAY,No,ce6998bc-744f-4a2b-a8dc-5d0fd4a54b25,POINT (923137.1448697448 552355.0229563266)
372,2022-06-04T13:00:00+00:00,,ankle_deep,,yes_it_always_floods_here,,Mixed_Use,swale,,Sunrise Intracoastal usually floods during high tide when there's  rainstorms (October) .  ,,,Public,06,2022,Extreme or Heavy Rainfall and Storm Surge,Tropical Storm,2022 June Tropical Storm Alex,Broward,FORT LAUDERDALE,,FORT LAUDERDALE EAST,CORAL REEF,No,cedde9a2-d8e6-4425-a05f-bd26e9f3c5cd,POINT (947546.8394885771 655800.8646206558)
373,2022-10-07T09:50:01+00:00,,don't_know,,don't_know,,Residential,don't_know,,220907_Lake_Ajay_Community-01712.jpg,,,Photo Database,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Osceola,NA,,FELLS COVE AND LAKE AJAY,EAST LAKE TOHOPEKALIGA,Yes,cf26169a-ad29-4441-ae9c-2cfaf5dfe43c,POINT (583378.1921711639 1457799.582798488)
374,2022-10-04T16:00:00+00:00,2022-10-04T16:00:00+00:00,greater_than_knee_deep,,don't_know,,Residential,don't_know,,,,,Public,10,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Osceola,NA,,FELLS COVE AND LAKE AJAY,EAST LAKE TOHOPEKALIGA,No,cf98a235-5e11-4e74-a8c0-0dbabd7f9e62,POINT (570389.879893247 1458310.821933493)
375,2022-09-30T16:00:00+00:00,2022-09-30T16:00:00+00:00,greater_than_knee_deep,,don't_know,,Mixed_Use,don't_know,,,,,Public,09,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Orange,ORLANDO,,,,No,cfe66077-4927-4876-989d-d69b1f998f94,POINT (535429.1384631619 1536520.998846158)
376,2022-09-28T16:00:00+00:00,2022-09-28T16:00:00+00:00,greater_than_knee_deep,,don't_know,,Agriculture,don't_know,,,,,Public,09,2022,Extreme or Heavy Rainfall and Storm Surge,Category 4 Hurricane,2022 Sept Hurricane Ian,Hendry,NA,,LABELLE VICINITY,WEST CALOOSAHATCHEE,Yes,cfeacd8b-5025-4e5a-900d-b8823e3e9b62,POINT (476082.8496756628 878072.0349068195)
