,GetData,Dbkey,Station,Group,Site,Data Type,Freq,Stat,Recorder,Agency,Sensor,Start Date,End Date,Strata,OpNum,County,Latitude,Longitude,X Coord,Y Coord,Basin,Struct,Sec,Twp,Rng,start_date,end_date
3764,,67975,LILA4O_H,LILA4O,LILA4O,STG,BK,INST,DRV,WMD,H,20-FEB-2007,22-OCT-2024,0,,PAL,262908.211,801300.999,912301.516,782977.818,C16,,1,46,41,20070220,20241022
3765,,67976,LILA4O_H,LILA4O,LILA4O,STG,DA,MEAN,DRV,WMD,H,20-FEB-2007,22-OCT-2024,0,,PAL,262908.211,801300.999,912301.516,782977.818,C16,,1,46,41,20070220,20241022
3766,,UP603,LILA4O_H,LILA4O_H,LILA4O,STG,DA,MEAN,CR10,WMD,H,20-FEB-2007,31-OCT-2024,0,,PAL,262908.211,801300.999,912301.516,782977.818,C16,,1,46,41,20070220,20241031
3767,,UP606,LILA4O_T,LILA4O_T,LILA4O,STG,BK,INST,CR10,WMD,T,20-FEB-2007,01-NOV-2024,0,,PAL,262907.8,801300.37,912358.941,782936.685,C16,,1,46,41,20070220,20241101
3768,,67973,LILA4O_T,LILA4O,LILA4O,STG,BK,INST,DRV,WMD,T,20-FEB-2007,22-OCT-2024,0,,PAL,262907.8,801300.37,912358.941,782936.685,C16,,1,46,41,20070220,20241022
3769,,67974,LILA4O_T,LILA4O,LILA4O,STG,DA,MEAN,DRV,WMD,T,20-FEB-2007,22-OCT-2024,0,,PAL,262907.8,801300.37,912358.941,782936.685,C16,,1,46,41,20070220,20241022
3770,,UP605,LILA4O_T,LILA4O_T,LILA4O,STG,DA,MEAN,CR10,WMD,T,20-FEB-2007,31-OCT-2024,0,,PAL,262907.8,801300.37,912358.941,782936.685,C16,,1,46,41,20070220,20241031
3771,,TA463,LILAP,LILAP,LILAP,STG,BK,INST,CR10,WMD,,13-JAN-2005,01-NOV-2024,0,,PAL,262947.831,801300.944,912280.225,786976.751,C16,,1,46,41,20050113,20241101
3772,,TA462,LILAP,LILAP,LILAP,STG,DA,MEAN,CR10,WMD,,13-JAN-2005,31-OCT-2024,0,,PAL,262947.831,801300.944,912280.225,786976.751,C16,,1,46,41,20050113,20241031
3773,,AN523,LISTKOP,LISTKOP,LISTKOP,STG,BK,INST,NA,WMD,,06-JUL-2012,01-NOV-2024,0,,HIG,272628.134,811541.251,571366.327,1129628.212,ISTOK,,18,35,31,20120706,20241101
3774,,AN594,LISTKOP,LISTKOP,LISTKOP,STG,DA,MEAN,NA,WMD,,06-JUL-2012,31-OCT-2024,0,,HIG,272628.134,811541.251,571366.327,1129628.212,ISTOK,,18,35,31,20120706,20241031
3775,,UO842,LKB029,LKB029,LKB029,STG,BK,INST,CR10,WMD,,13-DEC-2006,01-NOV-2024,0,,OKE,273613.334,810601.664,623630.597,1188644.295,KISSIMME,,14,33,32,20061213,20241101
3776,,UO841,LKB029,LKB029,LKB029,STG,DA,MEAN,CR10,WMD,,13-DEC-2006,31-OCT-2024,0,,OKE,273613.334,810601.664,623630.597,1188644.295,KISSIMME,,14,33,32,20061213,20241031
3777,,UP236,LKB030,LKB030,LKB030,STG,BK,INST,CR10,WMD,,22-DEC-2006,05-NOV-2019,0,,OKE,273758.253,810457.368,629421.896,1199235.05,KISSIMME,,1,33,32,20061222,20191105
3778,,UP235,LKB030,LKB030,LKB030,STG,DA,MEAN,CR10,WMD,,22-DEC-2006,05-NOV-2019,0,,OKE,273758.253,810457.368,629421.896,1199235.05,KISSIMME,,1,33,32,20061222,20191105
3779,,67979,LKB031_H,LKB031,LKB031,STG,BK,INST,DRV,WMD,H,21-DEC-2006,28-OCT-2024,0,,OSC,274003.191,810708.995,617597.131,1211863.952,S-65A,,27,32,32,20061221,20241028
3780,,UP241,LKB031_H,LKB031_H,LKB031,STG,BK,INST,CR10,WMD,H,21-DEC-2006,01-NOV-2024,0,,OSC,274003.191,810708.995,617597.131,1211863.952,S-65A,,27,32,32,20061221,20241101
3781,,67980,LKB031_H,LKB031,LKB031,STG,DA,MEAN,DRV,WMD,H,21-DEC-2006,28-OCT-2024,0,,OSC,274003.191,810708.995,617597.131,1211863.952,S-65A,,27,32,32,20061221,20241028
3782,,UP240,LKB031_H,LKB031_H,LKB031,STG,DA,MEAN,CR10,WMD,H,21-DEC-2006,31-OCT-2024,0,,OSC,274003.191,810708.995,617597.131,1211863.952,S-65A,,27,32,32,20061221,20241031
3783,,UP238,LKB031_T,LKB031_T,LKB031,STG,BK,INST,CR10,WMD,T,21-DEC-2006,01-NOV-2024,0,,OSC,274003.253,810711.423,617378.815,1211870.462,S-65A,,27,32,32,20061221,20241101
3784,,67977,LKB031_T,LKB031,LKB031,STG,BK,INST,DRV,WMD,T,21-DEC-2006,28-OCT-2024,0,,OSC,274003.253,810711.423,617378.815,1211870.462,S-65A,,27,32,32,20061221,20241028
3785,,67978,LKB031_T,LKB031,LKB031,STG,DA,MEAN,DRV,WMD,T,21-DEC-2006,28-OCT-2024,0,,OSC,274003.253,810711.423,617378.815,1211870.462,S-65A,,27,32,32,20061221,20241028
3786,,UP237,LKB031_T,LKB031_T,LKB031,STG,DA,MEAN,CR10,WMD,T,21-DEC-2006,31-OCT-2024,0,,OSC,274003.253,810711.423,617378.815,1211870.462,S-65A,,27,32,32,20061221,20241031
3787,,W3890,LKBUCK,LKBUCK,LKBUCK,STG,BK,INST,CR10,WMD,,08-SEP-2008,01-NOV-2024,0,,OSC,281217.396,810851.581,608608.139,1407202.463,ALLIGATO,,19,26,32,20080908,20241101
3788,,W3889,LKBUCK,LKBUCK,LKBUCK,STG,DA,MEAN,CR10,WMD,,08-SEP-2008,31-OCT-2024,0,,OSC,281217.396,810851.581,608608.139,1407202.463,ALLIGATO,,19,26,32,20080908,20241031
3789,,IX942,LKGT,LKGT,LKGT,STG,BK,INST,CR10,WMD,T,24-JUN-1996,01-NOV-2024,0,,OSC,280912.049,811431.231,578183.649,1388532.908,L GENTRY,,8,27,31,19960624,20241101
3790,,DO539,LKGT,LKGT,LKGT,STG,DA,MEAN,CR10,WMD,T,24-JUN-1996,31-OCT-2024,0,,OSC,280912.049,811431.231,578183.649,1388532.908,L GENTRY,,8,27,31,19960624,20241031
3791,,90325,LKIS5B,LKIS5B,LKIS5B,STG,BK,INST,CR10,WMD,,26-OCT-2011,01-NOV-2024,0,,OSC,274933.7,811226.6,589138.288,1269514.821,L KISSIM,,34,30,31,20111026,20241101
3792,,90324,LKIS5B,LKIS5B,LKIS5B,STG,DA,MEAN,CR10,WMD,,26-OCT-2011,31-OCT-2024,0,,OSC,274933.7,811226.6,589138.288,1269514.821,L KISSIM,,34,30,31,20111026,20241031
3793,,AN521,LKISS,LKISS,LKISS,STG,BK,INST,NA,WMD,,26-MAY-2017,01-NOV-2024,0,,OSC,275438,811645,566009.056,1300291.296,L KISSIM,,,,,20170526,20241101
3794,,AN593,LKISS,LKISS,LKISS,STG,DA,MEAN,NA,WMD,,26-MAY-2017,31-OCT-2024,0,,OSC,275438,811645,566009.056,1300291.296,L KISSIM,,,,,20170526,20241031
3795,,IX943,LKISS5B,LKISS5B,LKISS5B,STG,BK,INST,CR10,WMD,,26-OCT-1994,28-JUL-2011,0,,OSC,274946.085,811227.228,589082.806,1270763.12,L KISSIM,,34,30,31,19941026,20110728
3796,,16061,LKISS5B,LKISS5B,LKISS5B,STG,DA,MEAN,CR10,WMD,,26-OCT-1994,28-JUL-2011,0,,OSC,274946.085,811227.228,589082.806,1270763.12,L KISSIM,,34,30,31,19941026,20110728
3797,,IX944,LKISS7,LKISS7,LKISS7,STG,BK,INST,CR10,WMD,,21-NOV-1994,11-FEB-2004,0,,OSC,275338.077,811341.23,582482.77,1294203.094,L KISSIM,,4,30,31,19941121,20040211
3798,,16060,LKISS7,LKISS7,LKISS7,STG,DA,MEAN,CR10,WMD,,21-NOV-1994,11-FEB-2004,0,,OSC,275338.077,811341.23,582482.77,1294203.094,L KISSIM,,4,30,31,19941121,20040211
3799,,IX945,LKISS9,LKISS9,LKISS9,STG,BK,INST,CR10,WMD,,19-OCT-1994,26-NOV-2007,0,,OSC,275640.071,811834.235,556239.545,1312640.025,L KISSIM,,22,29,30,19941019,20071126
3800,,16059,LKISS9,LKISS9,LKISS9,STG,DA,MEAN,CR10,WMD,,19-OCT-1994,26-NOV-2007,0,,OSC,275640.071,811834.235,556239.545,1312640.025,L KISSIM,,22,29,30,19941019,20071126
3801,,WN143,LKMANN,LKMANN,LKMANN,STG,BK,INST,CR10,WMD,,15-APR-2009,01-NOV-2024,0,,ORA,283203.243,812527.968,519886.266,1527178.041,SHINGLE,,33,22,29,20090415,20241101
3802,,WN142,LKMANN,LKMANN,LKMANN,STG,DA,MEAN,CR10,WMD,,22-APR-2009,31-OCT-2024,0,,ORA,283203.243,812527.968,519886.266,1527178.041,SHINGLE,,33,22,29,20090422,20241031
3803,,IX946,LKMJ,LKMJ,LKMJ,STG,BK,INST,CR10,WMD,,12-FEB-1995,01-NOV-2024,0,,ORA,282247.019,811113.224,596034.264,1470807.752,L HART,,23,24,31,19950212,20241101
3804,,16239,LKMJ,LKMJ,LKMJ,STG,DA,MEAN,CR10,WMD,,12-FEB-1995,31-OCT-2024,0,,ORA,282247.019,811113.224,596034.264,1470807.752,L HART,,23,24,31,19950212,20241031
3805,,IX947,LKOSB,LKOSB,LKOSB,STG,BK,INST,CR10,WMD,,13-JAN-1997,16-MAR-2015,0,,PAL,263656.241,800439.143,957560.146,830538.548,C16,,29,44,43,19970113,20150316
3806,,F9538,LKOSB,LKOSB,LKOSB,STG,DA,MEAN,CR10,WMD,,13-JAN-1997,16-MAR-2015,0,,PAL,263656.241,800439.143,957560.146,830538.548,C16,,29,44,43,19970113,20150316
3807,,IX948,LLZZ,LLZZ,LLZZ,STG,BK,INST,CR10,WMD,,13-AUG-1997,28-AUG-2024,0,,OSC,281416.705,811110.443,596203.26,1419268.987,ALLIGATO,,11,26,31,19970813,20240828
3808,,FZ584,LLZZ,LLZZ,LLZZ,STG,DA,MEAN,CR10,WMD,,13-AUG-1997,02-SEP-2024,0,,OSC,281416.705,811110.443,596203.26,1419268.987,ALLIGATO,,11,26,31,19970813,20240902
3809,,15161,LNHRT_H,LNHRT_H,LNHRT,STG,RI,DWR,STAF,WMD,H,06-JUN-1991,20-SEP-1993,0,,PAL,265621.102,801030.754,924884.389,947944.753,JUPITER,,6,41,42,19910606,19930920
3810,,IX973,LNHRT_H,LNHRT_H,LNHRT,STG,BK,INST,SP01,WMD,H,24-JUL-1989,25-APR-1995,0,,PAL,265621.102,801030.754,924884.389,947944.753,JUPITER,,6,41,42,19890724,19950425
3811,,IX974,LNHRT_H,LNHRT_H,LNHRT,STG,BK,INST,TELE,WMD,H,25-APR-1995,01-NOV-2024,0,,PAL,265621.102,801030.754,924884.389,947944.753,JUPITER,,6,41,42,19950425,20241101
3812,,12900,LNHRT_H,LNHRT_H,LNHRT,STG,DA,MEAN,SP01,WMD,H,24-JUL-1989,25-APR-1995,0,,PAL,265621.102,801030.754,924884.389,947944.753,JUPITER,,6,41,42,19890724,19950425
3813,,16557,LNHRT_H,LNHRT_H,LNHRT,STG,DA,MEAN,TELE,WMD,H,25-APR-1995,20-MAY-2013,0,,PAL,265621.102,801030.754,924884.389,947944.753,JUPITER,,6,41,42,19950425,20130520
3814,,VV424,LNHRT_T,LNHRT_T,LNHRT,STG,BK,INST,TELE,WMD,T,14-MAR-2008,01-NOV-2024,0,,PAL,265621.612,801029.054,925037.875,947997.209,LOX.WILC,,5,41,42,20080314,20241101
3815,,VV423,LNHRT_T,LNHRT_T,LNHRT,STG,DA,MEAN,TELE,WMD,T,14-MAR-2008,20-MAY-2013,0,,PAL,265621.612,801029.054,925037.875,947997.209,LOX.WILC,,5,41,42,20080314,20130520
3816,,07900,LOOP1_H,LOOP1,LOOP1,STG,RI,DWR,????,WMD,H,04-MAR-1988,02-FEB-1998,0,,MON,254540.369,805428.238,686496.302,518914.289,ENP,,23,54,34,19880304,19980202
3817,,IX950,LOOP1_H,LOOP1,LOOP1,STG,BK,INST,STAF,WMD,H,31-DEC-1983,06-FEB-2023,0,,MON,254540.369,805428.238,686496.302,518914.289,ENP,,23,54,34,19831231,20230206
3818,,IX951,LOOP1_H,LOOP1_H,LOOP1,STG,BK,INST,CR10,WMD,H,22-FEB-1996,14-NOV-2012,0,,MON,254540.369,805428.238,686496.302,518914.289,ENP,,23,54,34,19960222,20121114
3819,,06910,LOOP1_H,LOOP1,LOOP1,STG,DA,MEAN,STAF,WMD,H,31-DEC-1983,27-MAY-1997,0,,MON,254540.369,805428.238,686496.302,518914.289,ENP,,23,54,34,19831231,19970527
3820,,DO544,LOOP1_H,LOOP1_H,LOOP1,STG,DA,MEAN,CR10,WMD,H,22-FEB-1996,14-NOV-2012,0,,MON,254540.369,805428.238,686496.302,518914.289,ENP,,23,54,34,19960222,20121114
3821,,07901,LOOP1_T,LOOP1,LOOP1,STG,RI,DWR,????,WMD,T,04-MAR-1988,02-FEB-1998,0,,MON,254540.369,805438.238,685582.078,518913.666,ENP,,23,54,34,19880304,19980202
3822,,IX952,LOOP1_T,LOOP1,LOOP1,STG,BK,INST,STAF,WMD,T,31-DEC-1983,07-OCT-2024,0,,MON,254540.369,805438.238,685582.078,518913.666,ENP,,23,54,34,19831231,20241007
3823,,IX953,LOOP1_T,LOOP1_T,LOOP1,STG,BK,INST,CR10,WMD,T,22-FEB-1996,01-NOV-2024,0,,MON,254540.369,805438.238,685582.078,518913.666,ENP,,23,54,34,19960222,20241101
3824,,06911,LOOP1_T,LOOP1,LOOP1,STG,DA,MEAN,STAF,WMD,T,31-DEC-1983,27-MAY-1997,0,,MON,254540.369,805438.238,685582.078,518913.666,ENP,,23,54,34,19831231,19970527
3825,,DO545,LOOP1_T,LOOP1_T,LOOP1,STG,DA,MEAN,CR10,WMD,T,22-FEB-1996,31-OCT-2024,0,,MON,254540.369,805438.238,685582.078,518913.666,ENP,,23,54,34,19960222,20241031
3826,,07902,LOOP2_H,LOOP2,LOOP2,STG,RI,DWR,????,WMD,H,14-MAR-1988,02-FEB-1998,0,,MON,254448.145,805714.352,671313.382,513635.031,ENP,,20,54,34,19880314,19980202
3827,,IX954,LOOP2_H,LOOP2,LOOP2,STG,BK,INST,STAF,WMD,H,31-DEC-1983,07-OCT-2024,0,,MON,254448.145,805714.352,671313.382,513635.031,ENP,,20,54,34,19831231,20241007
3828,,IX955,LOOP2_H,LOOP2_H,LOOP2,STG,BK,INST,CR10,WMD,H,22-FEB-1996,01-NOV-2024,0,,MON,254448.145,805714.352,671313.382,513635.031,ENP,,20,54,34,19960222,20241101
3829,,06912,LOOP2_H,LOOP2,LOOP2,STG,DA,MEAN,STAF,WMD,H,31-DEC-1983,27-MAY-1997,0,,MON,254448.145,805714.352,671313.382,513635.031,ENP,,20,54,34,19831231,19970527
3830,,DO546,LOOP2_H,LOOP2_H,LOOP2,STG,DA,MEAN,CR10,WMD,H,22-FEB-1996,31-OCT-2024,0,,MON,254448.145,805714.352,671313.382,513635.031,ENP,,20,54,34,19960222,20241031
3831,,07903,LOOP2_T,LOOP2,LOOP2,STG,RI,DWR,????,WMD,T,04-MAR-1988,02-FEB-1998,0,,MON,254447.362,805714.257,671322.03,513555.965,ENP,,20,54,34,19880304,19980202
3832,,IX956,LOOP2_T,LOOP2,LOOP2,STG,BK,INST,STAF,WMD,T,31-DEC-1983,07-OCT-2024,0,,MON,254447.362,805714.257,671322.03,513555.965,ENP,,20,54,34,19831231,20241007
3833,,IX957,LOOP2_T,LOOP2_T,LOOP2,STG,BK,INST,CR10,WMD,T,22-FEB-1996,01-NOV-2024,0,,MON,254447.362,805714.257,671322.03,513555.965,ENP,,20,54,34,19960222,20241101
3834,,06913,LOOP2_T,LOOP2,LOOP2,STG,DA,MEAN,STAF,WMD,T,31-DEC-1983,27-MAY-1997,0,,MON,254447.362,805714.257,671322.03,513555.965,ENP,,20,54,34,19831231,19970527
3835,,DO547,LOOP2_T,LOOP2_T,LOOP2,STG,DA,MEAN,CR10,WMD,T,22-FEB-1996,31-OCT-2024,0,,MON,254447.362,805714.257,671322.03,513555.965,ENP,,20,54,34,19960222,20241031
3836,,IX961,LOX.A1A,LOX.A1A,LOX.A1A,STG,BK,INST,SP01,WMD,,27-MAR-1987,14-JAN-1994,0,,PAL,265650.203,800522.142,952794.136,951075.068,LOX.ESTU,,31,40,43,19870327,19940114
3837,,07079,LOX.A1A,LOX.A1A,LOX.A1A,STG,DA,MAX,SP01,WMD,,27-MAR-1987,14-JAN-1994,0,,PAL,265650.203,800522.142,952794.136,951075.068,LOX.ESTU,,31,40,43,19870327,19940114
3838,,07078,LOX.A1A,LOX.A1A,LOX.A1A,STG,DA,MEAN,SP01,WMD,,27-MAR-1987,14-JAN-1994,0,,PAL,265650.203,800522.142,952794.136,951075.068,LOX.ESTU,,31,40,43,19870327,19940114
3839,,07080,LOX.A1A,LOX.A1A,LOX.A1A,STG,DA,MIN,SP01,WMD,,27-MAR-1987,14-JAN-1994,0,,PAL,265650.203,800522.142,952794.136,951075.068,LOX.ESTU,,31,40,43,19870327,19940114
3840,,05431,LOX.AGD_H,LOX.AGD,LOX.AGD,STG,BK,INST,????,WMD,H,06-FEB-1984,28-JUL-1994,0,,MAR,265754.199,801022.15,925601.613,957350.812,HISTCYPR,,29,40,42,19840206,19940728
3841,,IX965,LOX.AGD_H,LOX.AGD,LOX.AGD,STG,BK,INST,CR10,WMD,H,28-JUL-1994,07-MAY-2007,0,,MAR,265754.199,801022.15,925601.613,957350.812,HISTCYPR,,29,40,42,19940728,20070507
3842,,05432,LOX.AGD_H,LOX.AGD,LOX.AGD,STG,DA,MEAN,????,WMD,H,06-FEB-1984,28-JUL-1994,0,,MAR,265754.199,801022.15,925601.613,957350.812,HISTCYPR,,29,40,42,19840206,19940728
3843,,15932,LOX.AGD_H,LOX.AGD,LOX.AGD,STG,DA,MEAN,CR10,WMD,H,28-JUL-1994,07-MAY-2007,0,,MAR,265754.199,801022.15,925601.613,957350.812,HISTCYPR,,29,40,42,19940728,20070507
3844,,05559,LOX.BEE,LOX.BEE,LOX.BEE,STG,BK,INST,SDIG,WMD,,15-OCT-1984,02-MAY-1989,0,,PAL,265153.211,801109.152,921583.171,920871.012,C18,,31,41,42,19841015,19890502
3845,,05560,LOX.BEE,LOX.BEE,LOX.BEE,STG,DA,MEAN,SDIG,WMD,,15-OCT-1984,02-MAY-1989,0,,PAL,265153.211,801109.152,921583.171,920871.012,C18,,31,41,42,19841015,19890502
3846,,05437,LOX.CYPR_H,LOX.CYPR,LOX.CYPR,STG,BK,INST,????,WMD,H,06-FEB-1984,11-OCT-1995,0,,MAR,265825.198,801028.15,925038.249,960477.528,GROVE,,20,40,42,19840206,19951011
3847,,05438,LOX.CYPR_H,LOX.CYPR,LOX.CYPR,STG,DA,MEAN,????,WMD,H,06-FEB-1984,11-OCT-1995,0,,MAR,265825.198,801028.15,925038.249,960477.528,GROVE,,20,40,42,19840206,19951011
3848,,05443,LOX.HOBE_H,LOX.HOBE,LOX.HOBE,STG,BK,INST,????,WMD,H,07-FEB-1984,28-JUL-1994,0,,MAR,265911.196,801030.15,924826.957,965121.268,KITCHING,,18,40,42,19840207,19940728
3849,,IX969,LOX.HOBE_H,LOX.HOBE,LOX.HOBE,STG,BK,INST,CR10,WMD,H,08-JUL-1994,13-NOV-2002,0,,MAR,265911.196,801030.15,924826.957,965121.268,KITCHING,,18,40,42,19940708,20021113
3850,,05444,LOX.HOBE_H,LOX.HOBE,LOX.HOBE,STG,DA,MEAN,????,WMD,H,07-FEB-1984,28-JUL-1994,0,,MAR,265911.196,801030.15,924826.957,965121.268,KITCHING,,18,40,42,19840207,19940728
3851,,15931,LOX.HOBE_H,LOX.HOBE,LOX.HOBE,STG,DA,MEAN,CR10,WMD,H,08-JUL-1994,13-NOV-2002,0,,MAR,265911.196,801030.15,924826.957,965121.268,KITCHING,,18,40,42,19940708,20021113
3852,,IX970,LOX.INLE,LOX.INLE,LOX.INLE,STG,BK,INST,SDIG,WMD,,30-JUL-1986,08-JUN-1990,0,,PAL,265643.203,800449.141,955785.825,950389.857,LOX.ESTU,,31,40,43,19860730,19900608
3853,,07067,LOX.INLE,LOX.INLE,LOX.INLE,STG,DA,MAX,SDIG,WMD,,30-JUL-1986,08-JUN-1990,0,,PAL,265643.203,800449.141,955785.825,950389.857,LOX.ESTU,,31,40,43,19860730,19900608
3854,,07066,LOX.INLE,LOX.INLE,LOX.INLE,STG,DA,MEAN,SDIG,WMD,,30-JUL-1986,08-JUN-1990,0,,PAL,265643.203,800449.141,955785.825,950389.857,LOX.ESTU,,31,40,43,19860730,19900608
3855,,07068,LOX.INLE,LOX.INLE,LOX.INLE,STG,DA,MIN,SDIG,WMD,,30-JUL-1986,08-JUN-1990,0,,PAL,265643.203,800449.141,955785.825,950389.857,LOX.ESTU,,31,40,43,19860730,19900608
3856,,IX976,LOX.LIEB,LOX.LIEB,LOX.LIEB,STG,BK,INST,SP01,WMD,,27-MAR-1987,08-MAY-1990,0,,PAL,265654.202,800641.144,945641.7,951428.066,LOX.ESTU,,35,40,42,19870327,19900508
3857,,07070,LOX.LIEB,LOX.LIEB,LOX.LIEB,STG,DA,MAX,SP01,WMD,,27-MAR-1987,08-MAY-1990,0,,PAL,265654.202,800641.144,945641.7,951428.066,LOX.ESTU,,35,40,42,19870327,19900508
3858,,07069,LOX.LIEB,LOX.LIEB,LOX.LIEB,STG,DA,MEAN,SP01,WMD,,27-MAR-1987,08-MAY-1990,0,,PAL,265654.202,800641.144,945641.7,951428.066,LOX.ESTU,,35,40,42,19870327,19900508
3859,,07071,LOX.LIEB,LOX.LIEB,LOX.LIEB,STG,DA,MIN,SP01,WMD,,27-MAR-1987,08-MAY-1990,0,,PAL,265654.202,800641.144,945641.7,951428.066,LOX.ESTU,,35,40,42,19870327,19900508
3860,,IX985,LOX.RIVB,LOX.RIVB,LOX.RIVB,STG,BK,INST,SDIG,WMD,,16-DEC-1986,10-JAN-1991,0,,MAR,265847.198,800810.146,937509.211,962782.606,LOX.N.ES,,22,40,42,19861216,19910110
3861,,07073,LOX.RIVB,LOX.RIVB,LOX.RIVB,STG,DA,MAX,SDIG,WMD,,16-DEC-1986,10-JAN-1991,0,,MAR,265847.198,800810.146,937509.211,962782.606,LOX.N.ES,,22,40,42,19861216,19910110
3862,,07072,LOX.RIVB,LOX.RIVB,LOX.RIVB,STG,DA,MEAN,SDIG,WMD,,16-DEC-1986,10-JAN-1991,0,,MAR,265847.198,800810.146,937509.211,962782.606,LOX.N.ES,,22,40,42,19861216,19910110
3863,,07074,LOX.RIVB,LOX.RIVB,LOX.RIVB,STG,DA,MIN,SDIG,WMD,,16-DEC-1986,10-JAN-1991,0,,MAR,265847.198,800810.146,937509.211,962782.606,LOX.N.ES,,22,40,42,19861216,19910110
3864,,05425,LOX.TPK_H,LOX.TPK,LOX.TPK,STG,BK,INST,????,WMD,H,02-FEB-1984,12-JUN-1990,0,,PAL,265716.2,800955.149,928070.073,953529.788,LOX.WILC,,32,40,42,19840202,19900612
3865,,05426,LOX.TPK_H,LOX.TPK,LOX.TPK,STG,DA,MEAN,????,WMD,H,02-FEB-1984,12-JUN-1990,0,,PAL,265716.2,800955.149,928070.073,953529.788,LOX.WILC,,32,40,42,19840202,19900612
3866,,05565,LOX.TRAP,LOX.TRAP,LOX.TRAP,STG,BK,INST,????,WMD,,17-OCT-1984,22-MAR-1990,0,,MAR,265835.198,800949.149,928560.253,961510.531,LOX.WILC,,20,40,42,19841017,19900322
3867,,05566,LOX.TRAP,LOX.TRAP,LOX.TRAP,STG,DA,MEAN,????,WMD,,17-OCT-1984,07-APR-1990,0,,MAR,265835.198,800949.149,928560.253,961510.531,LOX.WILC,,20,40,42,19841017,19900407
3868,,IX990,LOX.VAUG,LOX.VAUG,LOX.VAUG,STG,BK,INST,SDIG,WMD,,17-DEC-1986,03-DEC-1987,0,,PAL,265728.201,800610.143,948422.846,954881.134,LOX.N.ES,,25,40,42,19861217,19871203
3869,,07076,LOX.VAUG,LOX.VAUG,LOX.VAUG,STG,DA,MAX,SDIG,WMD,,17-DEC-1986,03-DEC-1987,0,,PAL,265728.201,800610.143,948422.846,954881.134,LOX.N.ES,,25,40,42,19861217,19871203
3870,,07075,LOX.VAUG,LOX.VAUG,LOX.VAUG,STG,DA,MEAN,SDIG,WMD,,17-DEC-1986,03-DEC-1987,0,,PAL,265728.201,800610.143,948422.846,954881.134,LOX.N.ES,,25,40,42,19861217,19871203
3871,,07077,LOX.VAUG,LOX.VAUG,LOX.VAUG,STG,DA,MIN,SDIG,WMD,,17-DEC-1986,03-DEC-1987,0,,PAL,265728.201,800610.143,948422.846,954881.134,LOX.N.ES,,25,40,42,19861217,19871203
3872,,TA875,LOXEST,LOXEST,LOXEST,STG,BK,INST,CR10,WMD,T,04-FEB-2005,01-NOV-2024,0,,PAL,265145.231,801015.829,926417.487,920096.423,C18,,32,41,42,20050204,20241101
3873,,TA874,LOXEST,LOXEST,LOXEST,STG,DA,MEAN,CR10,WMD,T,04-FEB-2005,31-OCT-2024,0,,PAL,265145.231,801015.829,926417.487,920096.423,C18,,32,41,42,20050204,20241031
3874,,TA883,LOXWST,LOXWST,LOXWST,STG,BK,INST,CR10,WMD,T,08-DEC-2004,01-NOV-2024,0,,PAL,265142.361,801038.129,924399.763,919793.461,C18,,32,41,42,20041208,20241101
3875,,TA882,LOXWST,LOXWST,LOXWST,STG,DA,MEAN,CR10,WMD,T,08-DEC-2004,31-OCT-2024,0,,PAL,265142.361,801038.129,924399.763,919793.461,C18,,32,41,42,20041208,20241031
3876,,37739,LPDC1,LPDC1,LPDC1,STG,BK,INST,TELE,WMD,,03-JUN-2014,30-OCT-2018,0,,DAD,253543,803208,809235.127,458865.039,8.5,,,,,20140603,20181030
3877,,37736,LPDC1,LPDC1,LPDC1,STG,DA,MEAN,TELE,WMD,,03-JUN-2014,30-OCT-2018,0,,DAD,253543,803208,809235.127,458865.039,8.5,,,,,20140603,20181030
3878,,40345,LPDD2_H,LPDD2_H,LPDD2,STG,BK,INST,TELE,WMD,H,13-NOV-2020,01-NOV-2024,0,,HEN,264118.007,813016.651,491399.926,856209.412,WEST CAL,,34,43,28,20201113,20241101
3879,,40344,LPDD2_H,LPDD2_H,LPDD2,STG,DA,MEAN,TELE,WMD,H,13-NOV-2020,31-OCT-2024,0,,HEN,264118.007,813016.651,491399.926,856209.412,WEST CAL,,34,43,28,20201113,20241031
3880,,37738,LPG1,LPG1,LPG1,STG,BK,INST,TELE,WMD,,11-JUN-2014,01-NOV-2024,0,,DAD,253631,803214,808668.922,463709.037,8.5,,,,,20140611,20241101
3881,,37737,LPG1,LPG1,LPG1,STG,DA,MEAN,TELE,WMD,,11-JUN-2014,31-OCT-2024,0,,DAD,253631,803214,808668.922,463709.037,8.5,,,,,20140611,20241031
3882,,37741,LPG2,LPG2,LPG2,STG,BK,INST,TELE,WMD,,08-JUL-2014,01-NOV-2024,0,,DAD,253738,803217,808370.727,470472.188,8.5,,,,,20140708,20241101
3883,,37740,LPG2,LPG2,LPG2,STG,DA,MEAN,TELE,WMD,,08-JUL-2014,31-OCT-2024,0,,DAD,253738,803217,808370.727,470472.188,8.5,,,,,20140708,20241031
3884,,AN522,LTOHOW,LTOHOW,LTOHOW,STG,BK,INST,NA,WMD,,26-MAY-2017,01-NOV-2024,0,,OSC,281720,812420,525649.101,1437956.072,L TOHO,,,,,20170526,20241101
3885,,AN592,LTOHOW,LTOHOW,LTOHOW,STG,DA,MEAN,NA,WMD,,26-MAY-2017,31-OCT-2024,0,,OSC,281720,812420,525649.101,1437956.072,L TOHO,,,,,20170526,20241031
